brand,model,price,description,category,country,source,sourceType,manufacturer,trademark,url
LG,65SK8100PLA,449.999Ft,LG 65SK8100PLA 4K SUHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65sk8100pla-4k-suhd-smart-led-telev%C3%ADzi%C3%B3-1262151.html
SONY,KD-55XF8096BAEP,269.999Ft,SONY KD-55XF8096BAEP 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55xf8096baep-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1259979.html
PANASONIC,TX-55FZ800E,569.999Ft,PANASONIC TX-55FZ800E 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-55fz800e-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1267322.html
LG,49UK7550MLA,211.499Ft,LG 49UK7550MLA 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-49uk7550mla-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261727.html
METZ,65U2X41C,295.999Ft,METZ 65U2X41C 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,METZ,,https://www.mediamarkt.hu/hu/product/_metz-65u2x41c-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1274458.html
PANASONIC,TX-55FX700E,279.999Ft,PANASONIC TX-55FX700E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-55fx700e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267319.html
SAMSUNG,UE78KU6500SXXH,809.990Ft,SAMSUNG UE78KU6500SXXH UHD ívelt Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue78ku6500sxxh-uhd-%C3%ADvelt-smart-led-telev%C3%ADzi%C3%B3-1197201.html
LG,65UK6750PLD,296.999Ft,LG 65UK6750PLD 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65uk6750pld-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261735.html
LG,75UK6500PLA,467.999Ft,LG 75UK6500PLA 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-75uk6500pla-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1260473.html
SONY,KD-65XF9005BAEP,599.990Ft,SONY KD-65XF9005BAEP 4K UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65xf9005baep-4k-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1256458.html
METZ,55U2X41C,129.999Ft,METZ 55U2X41C 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,METZ,,https://www.mediamarkt.hu/hu/product/_metz-55u2x41c-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1274457.html
TCL,U55C7006,197.999Ft,"TCL U55C7006 4K UHD Android Smart LED televízió, 5 év garancia",Televisions,Hungary,MediaMarkt (Hungary),online,TCL,,https://www.mediamarkt.hu/hu/product/_tcl-u55c7006-4k-uhd-android-smart-led-telev%C3%ADzi%C3%B3-5-%C3%A9v-garancia-1263111.html
SONY,KD-65ZF9,749.990Ft,SONY KD-65ZF9 4K UHD HDR Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65zf9-4k-uhd-hdr-smart-android-led-telev%C3%ADzi%C3%B3-1270113.html
PANASONIC,TX-55FX740E,259.999Ft,PANASONIC TX-55FX740E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-55fx740e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267320.html
SONY,KD-55XF7596,269.999Ft,SONY KD-55XF7596 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55xf7596-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1270587.html
PHILIPS,49PUS8503/12,256.499Ft,PHILIPS 49PUS8503/12 4K UHD Android Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-49pus8503-12-4k-uhd-android-smart-ambilight-led-telev%C3%ADzi%C3%B3-1261368.html
SAMSUNG,UE55NU7302KXXH,197.999Ft,SAMSUNG UE55NU7302KXXH ívelt 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue55nu7302kxxh-%C3%ADvelt-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263843.html
SONY,KD-55XF9005BAEP,364.999Ft,SONY KD-55XF9005BAEP 4K UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55xf9005baep-4k-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1256460.html
SONY,KD-65AF8BAEP,799.990Ft,SONY KD-65AF8BAEP 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65af8baep-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1259983.html
METZ,552GA52B,184.999Ft,METZ 552GA52B 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,METZ,,https://www.mediamarkt.hu/hu/product/_metz-552ga52b-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1274460.html
SONY,KD-55AF8BAEP,599.999Ft,SONY KD-55AF8BAEP 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55af8baep-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1260025.html
SONY,KD-75XF8596BAEP,699.990Ft,SONY KD-75XF8596BAEP 4K UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-75xf8596baep-4k-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1256457.html
SAMSUNG,UE50NU7402UXXH,175.499Ft,SAMSUNG UE50NU7402UXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue50nu7402uxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263846.html
SONY,KD-65AF9BAEP,1240.000Ft,SONY KD-65AF9BAEP 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65af9baep-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1270115.html
SAMSUNG,QE65Q8CNATXXH,654.999Ft,SAMSUNG QE65Q8CNATXXH ívelt 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe65q8cnatxxh-%C3%ADvelt-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258955.html
PANASONIC,TX-65FZ950E,1119.999Ft,PANASONIC TX-65FZ950E 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-65fz950e-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1267327.html
PANASONIC,TX-65FZ800E,949.999Ft,PANASONIC TX-65FZ800E 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-65fz800e-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1267326.html
PANASONIC,TX-55FZ950E,719.999Ft,PANASONIC TX-55FZ950E 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-55fz950e-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1267323.html
SONY,KD-43XF7596BAEP,180.999Ft,SONY KD-43XF7596BAEP 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-43xf7596baep-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1270585.html
LG,OLED65B8PLA,692.990Ft,LG OLED65B8PLA 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-oled65b8pla-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1261712.html
METZ,43U2X41C,99.999Ft,METZ 43U2X41C 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,METZ,,https://www.mediamarkt.hu/hu/product/_metz-43u2x41c-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1274456.html
SAMSUNG,QE55Q8CNATXXH,499.999Ft,SAMSUNG QE55Q8CNATXXH ívelt 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe55q8cnatxxh-%C3%ADvelt-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258965.html
PANASONIC,TX-65EX700E,417.999Ft,PANASONIC TX-65EX700E 4K UltraHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-65ex700e-4k-ultrahd-smart-led-telev%C3%ADzi%C3%B3-1233103.html
THOMSON,55UD6336,134.999Ft,THOMSON 55UD6336 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,THOMSON,,https://www.mediamarkt.hu/hu/product/_thomson-55ud6336-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1273104.html
LG,65UK6950PLB,332.999Ft,LG 65UK6950PLB 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65uk6950plb-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1260470.html
SONY,KD-49XF8096BAEP,270.399Ft,SONY KD-49XF8096BAEP 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-49xf8096baep-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1259980.html
PHILIPS,43PUS6703/12,139.999Ft,PHILIPS 43PUS6703/12 4K UHD Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-43pus6703-12-4k-uhd-smart-ambilight-led-telev%C3%ADzi%C3%B3-1273594.html
LG,65UK6470PLC,259.199Ft,LG 65UK6470PLC 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65uk6470plc-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261734.html
SAMSUNG,QE65Q8FNATXXH,580.490Ft,SAMSUNG QE65Q8FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe65q8fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258954.html
STRONG, 49UA6203,119.999Ft,STRONG SRT 49UA6203 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,STRONG,,https://www.mediamarkt.hu/hu/product/_strong-srt-49ua6203-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1257938.html
LG,OLED55E8PLA,670.490Ft,LG OLED55E8PLA 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-oled55e8pla-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1261711.html
SONY,KD-55AF9BAEP,799.990Ft,SONY KD-55AF9BAEP 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55af9baep-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1270114.html
SAMSUNG,UE65NU7302KXXH,305.999Ft,SAMSUNG UE65NU7302KXXH ívelt 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue65nu7302kxxh-%C3%ADvelt-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263838.html
SAMSUNG,UE50NU7442UXXH,188.999Ft,SAMSUNG UE50NU7442UXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue50nu7442uxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263845.html
SAMSUNG,QE82Q6FNATXXH,953.990Ft,SAMSUNG QE82Q6FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe82q6fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258946.html
TCL,U65C7006,251.999Ft,"TCL U65C7006 4K UHD Android Smart LED televízió, 5 év garancia",Televisions,Hungary,MediaMarkt (Hungary),online,TCL,,https://www.mediamarkt.hu/hu/product/_tcl-u65c7006-4k-uhd-android-smart-led-telev%C3%ADzi%C3%B3-5-%C3%A9v-garancia-1263112.html
SAMSUNG,UE65NU7402UXXH,332.999Ft,SAMSUNG UE65NU7402UXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue65nu7402uxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1258962.html
PHILIPS,65PUS8303/12,402.299Ft,PHILIPS 65PUS8303/12 4K UHD Android Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-65pus8303-12-4k-uhd-android-smart-ambilight-led-telev%C3%ADzi%C3%B3-1261372.html
LG,65SK8500PLA,449.999Ft,LG 65SK8500PLA 4K SUHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65sk8500pla-4k-suhd-smart-led-telev%C3%ADzi%C3%B3-1260472.html
PHILIPS,49PUS8303/12,224.999Ft,PHILIPS 49PUS8303/12 4K UHD Android Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-49pus8303-12-4k-uhd-android-smart-ambilight-led-telev%C3%ADzi%C3%B3-1261367.html
PHILIPS,55PUS8303/12,260.999Ft,PHILIPS 55PUS8303/12 4K UHD Android Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-55pus8303-12-4k-uhd-android-smart-ambilight-led-telev%C3%ADzi%C3%B3-1261370.html
SAMSUNG,UE65NU7442UXXH,323.999Ft,SAMSUNG UE65NU7442UXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue65nu7442uxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1258961.html
SONY,KD-60XF8305,349.999Ft,SONY KD-60XF8305,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-60xf8305-1267298.html
SAMSUNG,UE75NU7102KXXH,431.999Ft,SAMSUNG UE75NU7102KXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue75nu7102kxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1258952.html
SAMSUNG,QE65Q6FNATXXH,422.999Ft,SAMSUNG QE65Q6FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe65q6fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258957.html
PHILIPS,65PUS7363,296.999Ft,PHILIPS 65PUS7363 4K UHD Android Smart Ambilight  LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-65pus7363-4k-uhd-android-smart-ambilight%C2%A0-led-telev%C3%ADzi%C3%B3-1260118.html
PHILIPS,49PUS7803/12,197.999Ft,PHILIPS 49PUS7803/12 4K UHD Android Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-49pus7803-12-4k-uhd-android-smart-ambilight-led-telev%C3%ADzi%C3%B3-1261366.html
SAMSUNG,UE75NU8002TXXH,683.990Ft,SAMSUNG UE75NU8002TXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue75nu8002txxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1258951.html
PANASONIC,TX-65FX623E,339.999Ft,PANASONIC TX-65FX623E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-65fx623e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267324.html
SONY,KD-55XF8505BAEP,324.999Ft,SONY KD-55XF8505BAEP 4K UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55xf8505baep-4k-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1256461.html
LG,50UK6950PLB,179.999Ft,LG 50UK6950PLB 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-50uk6950plb-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1260458.html
THOMSON,49UC6406,115.199Ft,THOMSON 49UC6406 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,THOMSON,,https://www.mediamarkt.hu/hu/product/_thomson-49uc6406-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263108.html
OK., 55650U,114.999Ft,OK. ODL 55650U-TIB 55 139cm-es 4K UHD SMART LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,OK.,,https://www.mediamarkt.hu/hu/product/_ok-odl-55650u-tib-55-139cm-es-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1271107.html
PANASONIC,TX-49FX633E,179.999Ft,PANASONIC TX-49FX633E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-49fx633e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267314.html
LG,OLED65E8PLA,980.990Ft,LG OLED65E8PLA 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-oled65e8pla-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1261714.html
LG,50UK6750PLD,188.999Ft,LG 50UK6750PLD 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-50uk6750pld-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261726.html
LG,55SK8500PLA,332.999Ft,LG 55SK8500PLA 4K SUHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-55sk8500pla-4k-suhd-smart-led-telev%C3%ADzi%C3%B3-1260468.html
LG,55UK7550MLA,224.999Ft,LG 55UK7550MLA 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-55uk7550mla-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1260466.html
SONY,KD-49XF7005BAEP,177.999Ft,SONY KD-49XF7005BAEP 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-49xf7005baep-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267300.html
PHILIPS,50PUS6503,132.999Ft,PHILIPS 50PUS6503 UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-50pus6503-uhd-smart-led-telev%C3%ADzi%C3%B3-1264098.html
LG,55SK9500PLA,377.999Ft,LG 55SK9500PLA 4K SUHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-55sk9500pla-4k-suhd-smart-led-telev%C3%ADzi%C3%B3-1261733.html
SONY,KD-43XF8505BAEP,247.999Ft,SONY KD-43XF8505BAEP 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-43xf8505baep-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1259978.html
SONY,KD-70XF8305,459.999Ft,SONY KD-70XF8305 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-70xf8305-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267297.html
SONY,KD-49XF8505BAEP,268.999Ft,SONY KD-49XF8505BAEP 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-49xf8505baep-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1259977.html
PHILIPS,65PUS6503,209.999Ft,PHILIPS 65PUS6503 UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-65pus6503-uhd-smart-led-telev%C3%ADzi%C3%B3-1264302.html
THOMSON,65UD6336,224.999Ft,THOMSON 65UD6336 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,THOMSON,,https://www.mediamarkt.hu/hu/product/_thomson-65ud6336-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1273106.html
PHILIPS,55PUS7803/12,224.999Ft,PHILIPS 55PUS7803/12 4K UHD Android Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-55pus7803-12-4k-uhd-android-smart-ambilight-led-telev%C3%ADzi%C3%B3-1261369.html
PANASONIC,TX-43FX633E,159.999Ft,PANASONIC TX-43FX633E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-43fx633e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267313.html
SONY,KD-55XF8577,324.999Ft,SONY KD-55XF8577 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55xf8577-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267305.html
THOMSON,55UC6406,134.999Ft,THOMSON 55UC6406 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,THOMSON,,https://www.mediamarkt.hu/hu/product/_thomson-55uc6406-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263109.html
LG,65UK7550MLA,332.999Ft,LG 65UK7550MLA 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65uk7550mla-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261736.html
SAMSUNG,QE55Q9FNATXXH,485.999Ft,SAMSUNG QE55Q9FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe55q9fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258963.html
LG,50UK6470PLC,154.799Ft,LG 50UK6470PLC 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-50uk6470plc-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1260462.html
PANASONIC,TX-49FX700E,219.999Ft,PANASONIC TX-49FX700E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-49fx700e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267315.html
TCL,U65X9006,332.099Ft,"TCL U65X9006 4K UHD Android Smart QLED televízió, 5 év garancia",Televisions,Hungary,MediaMarkt (Hungary),online,TCL,,https://www.mediamarkt.hu/hu/product/_tcl-u65x9006-4k-uhd-android-smart-qled-telev%C3%ADzi%C3%B3-5-%C3%A9v-garancia-1263114.html
SAMSUNG,UE55NU7402UXXH,206.999Ft,SAMSUNG UE55NU7402UXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue55nu7402uxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263842.html
PANASONIC,TX-49FX740E,199.999Ft,PANASONIC TX-49FX740E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-49fx740e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267316.html
LG,OLED55B8PLA,449.999Ft,LG OLED55B8PLA 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-oled55b8pla-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1261710.html
SAMSUNG,QE75Q6FNATXXH,673.190Ft,SAMSUNG QE75Q6FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe75q6fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258950.html
SONY,KD-65XF8505BAEP,374.999Ft,SONY KD-65XF8505BAEP 4K UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65xf8505baep-4k-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1256459.html
SONY,KD-49XF7096,169.999Ft,SONY KD-49XF7096 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-49xf7096-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1273272.html
